trait_coding_logic,trait_visual_creativity,trait_math_analytical,trait_leadership_strategy,trait_physical_mechanical,trait_empathy_caregiving,trait_writing_argument,trait_teaching_mentoring,trait_scientific_inquiry,trait_risk_operations,career_category
0.64,1.48,2.84,5.32,1.13,2.84,4.91,3.72,0.87,6.52,Manager
2.45,6.48,1.85,1.27,2.25,2.46,0.63,1.98,3.01,1.33,Designer
4.04,1.33,6.93,3.29,7.92,0.65,0.74,1.65,4.5,3.12,Engineer
1.92,2.0,3.56,5.44,0.0,1.71,8.66,2.42,3.56,4.06,Lawyer
4.34,0.88,6.76,1.72,1.04,2.46,2.69,0.0,3.33,4.36,Analyst
3.38,0.53,6.83,3.23,2.42,2.32,3.95,1.93,1.93,4.09,Analyst
0.22,0.36,3.36,4.85,0.88,3.73,7.95,2.8,4.61,4.94,Lawyer
0.0,1.31,3.72,7.28,0.86,1.71,3.22,4.06,1.72,6.5,Manager
2.85,2.58,5.27,2.46,1.85,1.89,5.43,1.83,7.54,2.78,Researcher
3.04,3.72,6.05,3.74,7.66,0.31,3.15,2.19,4.37,2.04,Engineer
0.0,3.13,1.11,6.41,7.22,2.83,2.33,2.58,4.58,2.14,Sports Professional
0.0,1.8,3.67,6.56,0.82,3.32,6.85,3.42,4.33,5.93,Lawyer
6.21,1.32,5.75,0.0,1.91,0.86,4.92,3.58,2.84,1.9,Developer
4.62,3.25,3.27,2.77,1.06,2.84,8.21,4.93,7.88,4.28,Researcher
1.54,0.82,2.22,6.73,1.4,3.19,8.57,2.7,5.4,4.73,Lawyer
1.81,1.6,3.14,0.63,1.25,8.67,3.09,3.14,4.58,2.61,Healthcare Professional
8.22,3.18,6.57,2.14,1.32,1.96,1.98,0.71,2.85,1.33,Developer
2.76,4.22,5.11,1.59,6.87,0.0,2.01,2.98,2.95,1.76,Engineer
0.11,2.7,4.03,8.03,1.12,3.38,4.78,3.95,1.47,5.71,Manager
2.69,1.54,3.21,5.94,0.82,2.9,8.67,2.7,4.33,6.5,Lawyer
1.9,2.18,2.79,7.13,2.76,4.4,5.41,4.93,1.7,5.78,Manager
7.01,2.35,5.54,0.6,1.67,0.54,1.79,0.61,0.69,1.83,Developer
1.87,1.69,2.9,4.88,0.2,3.4,7.46,3.41,3.16,5.77,Lawyer
1.84,1.8,3.49,7.48,0.53,3.47,4.27,4.59,2.35,9.18,Manager
4.19,3.11,5.17,2.5,8.07,0.84,1.34,1.02,4.27,3.81,Engineer
5.86,3.18,5.41,1.88,0.22,2.15,2.94,2.03,2.88,2.52,Developer
1.18,2.22,3.57,7.88,1.81,3.17,4.26,3.54,1.76,5.6,Manager
3.28,3.06,6.83,2.39,7.23,0.0,1.3,0.97,4.12,2.78,Engineer
3.94,1.45,4.92,2.61,6.55,0.88,1.37,1.22,1.61,3.13,Engineer
0.0,3.28,3.17,3.08,7.54,2.64,0.71,4.27,2.5,2.08,Sports Professional
8.88,2.43,4.59,0.0,0.0,0.0,3.24,1.6,3.35,0.0,Developer
4.36,1.75,7.25,1.95,0.69,2.26,1.28,3.6,3.94,4.46,Analyst
2.77,3.57,2.11,5.13,2.55,5.83,4.49,9.39,3.95,3.6,Educator
2.96,1.74,5.21,2.66,2.31,2.89,4.96,3.83,8.22,3.05,Researcher
4.7,2.03,6.85,0.54,0.11,1.01,2.78,0.98,3.06,3.48,Analyst
3.6,2.63,4.95,2.05,0.79,5.14,5.07,4.16,9.72,1.79,Researcher
1.9,7.59,0.95,1.7,2.5,2.01,3.08,2.13,2.47,0.78,Designer
5.79,2.3,8.04,3.16,0.47,2.75,2.43,3.27,3.9,2.89,Analyst
0.36,0.73,4.38,3.95,2.35,7.0,4.07,3.94,5.61,3.53,Healthcare Professional
0.77,1.25,2.45,3.28,8.08,2.43,3.58,4.97,2.0,1.5,Sports Professional
2.37,1.51,2.89,6.92,1.54,1.84,6.97,2.76,4.46,3.88,Lawyer
7.28,2.17,5.15,0.67,2.45,0.71,3.1,2.87,3.9,1.61,Developer
7.3,2.19,5.48,1.23,1.72,0.0,1.05,0.54,3.86,3.54,Developer
0.12,1.54,3.11,3.93,2.39,6.32,3.3,8.06,3.48,2.71,Educator
3.5,3.08,7.01,2.62,1.27,0.97,4.31,0.99,3.74,4.72,Analyst
0.74,0.57,2.26,1.68,2.13,7.22,2.05,3.89,6.94,3.34,Healthcare Professional
1.96,2.81,2.19,4.25,1.89,7.29,6.75,7.04,1.83,2.59,Educator
3.21,0.69,4.62,1.61,2.02,2.49,6.47,3.75,7.55,2.27,Researcher
7.67,4.92,5.81,0.6,0.91,0.0,1.93,0.75,3.82,1.51,Developer
2.12,8.57,1.55,0.31,1.09,1.87,3.41,0.95,2.92,0.92,Designer
9.02,2.09,6.47,1.47,0.84,1.8,2.59,0.08,4.33,3.24,Developer
4.65,3.16,6.78,0.93,8.86,0.3,1.54,1.37,4.35,2.84,Engineer
0.53,2.36,3.55,3.93,2.76,7.69,4.48,4.12,3.25,2.25,Healthcare Professional
1.24,2.59,1.65,5.52,6.57,4.51,0.26,3.26,2.23,2.02,Sports Professional
7.68,3.53,4.59,1.56,1.39,1.62,2.16,1.17,2.26,2.08,Developer
2.42,1.98,4.08,6.34,0.3,1.46,6.02,3.77,1.26,5.56,Manager
2.99,1.67,5.09,2.2,1.89,2.1,5.98,3.91,7.64,1.45,Researcher
2.16,0.46,3.69,3.07,0.85,8.48,1.65,4.96,5.36,1.15,Healthcare Professional
2.17,0.0,2.96,5.77,1.93,2.71,8.48,3.03,3.39,4.71,Lawyer
4.62,1.19,7.26,2.19,0.61,3.3,2.6,1.27,2.81,5.44,Analyst
2.94,6.86,2.43,1.21,1.31,0.57,3.24,1.25,2.5,1.19,Designer
2.0,1.64,2.19,6.63,0.92,0.0,7.11,4.76,5.84,5.47,Lawyer
2.15,1.94,4.55,2.01,0.14,1.25,5.1,3.3,7.62,4.31,Researcher
3.95,1.78,4.68,3.14,0.4,3.2,7.47,3.99,7.79,2.86,Researcher
1.67,2.35,6.42,3.2,7.79,2.59,2.03,3.18,2.92,3.05,Engineer
0.1,9.21,1.38,3.05,2.46,0.34,1.52,4.3,3.58,1.47,Designer
0.47,3.93,3.26,4.17,8.39,1.75,3.98,4.57,2.53,1.66,Sports Professional
4.81,2.38,6.0,2.96,7.95,0.17,1.95,2.03,3.74,3.26,Engineer
1.59,7.32,2.2,0.25,0.49,2.89,1.66,3.12,2.32,0.0,Designer
0.73,1.72,4.72,7.37,1.22,3.2,7.34,4.82,3.09,5.82,Lawyer
3.98,2.34,7.06,2.69,8.16,2.07,1.88,2.0,2.08,4.12,Engineer
1.69,2.24,2.85,3.43,0.0,6.51,5.71,8.5,2.99,2.51,Educator
4.19,2.63,3.32,3.01,1.88,3.22,7.15,4.21,6.94,3.59,Researcher
1.46,0.29,2.88,6.33,1.78,2.72,6.71,4.72,5.79,5.1,Lawyer
1.35,0.69,4.52,2.85,2.07,7.63,3.58,4.18,6.68,2.82,Healthcare Professional
3.31,6.53,3.74,2.12,1.41,1.32,2.11,2.94,1.04,1.81,Designer
4.24,1.02,7.57,1.64,1.09,1.37,4.5,2.45,1.84,3.36,Analyst
5.7,3.7,7.8,2.96,0.0,3.39,2.48,1.16,3.27,5.86,Analyst
0.0,1.5,3.78,1.33,1.94,6.91,1.92,1.75,7.25,2.18,Healthcare Professional
0.0,2.42,1.25,2.61,9.49,3.07,2.2,3.37,0.96,1.07,Sports Professional
0.0,1.55,2.3,4.12,1.39,6.25,2.61,8.46,3.06,2.33,Educator
4.29,2.72,4.98,0.81,2.1,2.28,3.0,4.2,9.05,4.21,Researcher
4.31,2.64,5.44,1.57,2.51,0.94,5.89,4.26,7.92,2.35,Researcher
3.24,8.92,1.67,2.77,1.81,2.85,2.57,2.92,4.38,2.04,Designer
2.68,2.91,3.28,7.75,2.12,2.76,2.68,4.72,1.85,7.5,Manager
0.05,2.06,2.99,8.37,0.0,1.51,5.63,3.65,1.79,5.41,Manager
0.23,2.55,2.3,5.39,0.0,2.14,7.69,2.66,3.55,5.29,Lawyer
3.99,2.57,3.68,2.79,1.49,3.17,4.73,2.25,7.72,2.76,Researcher
2.89,6.57,2.16,2.41,1.43,0.79,3.41,1.64,0.66,0.0,Designer
4.08,0.83,8.51,3.94,1.88,2.64,2.69,1.43,2.8,5.08,Analyst
8.4,2.05,4.8,0.82,0.0,1.42,0.35,0.39,1.13,1.92,Developer
0.0,1.47,2.14,3.84,1.75,8.28,3.73,2.66,5.35,2.66,Healthcare Professional
7.8,2.13,6.07,3.54,1.16,1.22,1.59,0.74,3.75,1.23,Developer
2.94,1.3,6.45,0.69,1.0,0.78,5.36,1.85,4.66,3.09,Analyst
1.13,0.45,4.19,2.11,2.76,9.22,2.54,4.87,7.66,2.74,Healthcare Professional
3.97,2.82,8.08,1.5,1.61,1.76,5.1,2.36,3.37,3.73,Analyst
2.69,1.61,4.22,2.86,1.76,3.33,6.91,2.14,7.32,2.61,Researcher
0.91,1.27,2.26,2.81,3.99,9.17,1.72,4.24,6.09,2.37,Healthcare Professional
3.58,2.92,3.52,1.6,0.76,1.8,4.76,3.56,8.47,3.31,Researcher
3.63,1.71,6.83,1.36,8.66,1.89,3.25,1.86,3.05,3.08,Engineer
4.8,1.8,6.34,1.54,0.16,2.48,2.87,1.53,2.66,5.58,Analyst
0.0,1.79,4.08,6.2,1.45,3.18,8.1,4.0,4.99,3.24,Lawyer
4.32,3.01,8.74,1.89,1.16,1.76,3.34,1.76,4.65,2.8,Analyst
2.36,2.47,1.38,6.11,1.05,3.8,8.41,4.8,4.99,4.93,Lawyer
0.15,1.51,2.78,8.43,1.14,3.24,3.4,5.29,4.56,6.82,Manager
0.0,8.17,2.33,1.96,0.91,0.0,2.84,3.31,1.47,1.9,Designer
4.93,0.01,4.06,3.29,1.08,1.33,6.86,2.21,8.92,1.6,Researcher
1.74,0.08,2.7,4.04,8.53,3.47,1.98,3.87,2.36,1.75,Sports Professional
4.8,3.51,6.32,2.93,2.33,2.18,3.75,2.53,4.67,3.52,Analyst
4.3,3.5,6.51,1.38,7.52,0.82,1.55,2.13,4.19,2.59,Engineer
1.8,1.59,6.64,3.23,7.31,1.74,2.85,2.14,2.85,3.4,Engineer
4.56,3.54,4.93,3.13,0.0,2.99,6.43,2.88,8.95,2.84,Researcher
3.31,3.19,3.33,3.69,7.36,1.13,1.71,3.26,2.55,4.33,Engineer
6.86,3.27,6.98,2.46,0.34,1.33,0.84,2.02,3.41,0.32,Developer
4.43,1.63,6.4,0.27,0.07,2.5,2.64,1.85,4.09,6.13,Analyst
0.59,1.6,2.3,3.19,1.28,9.38,1.49,1.88,4.83,2.85,Healthcare Professional
1.95,2.23,4.01,4.46,2.34,5.8,4.39,8.73,3.64,1.38,Educator
0.31,1.84,4.03,2.5,1.96,6.56,3.81,5.0,6.59,2.87,Healthcare Professional
2.43,2.14,6.07,1.12,1.71,3.4,5.7,3.03,8.01,3.86,Researcher
0.66,1.42,3.96,3.83,2.17,9.07,1.65,4.97,5.29,3.62,Healthcare Professional
2.57,2.23,3.13,4.46,0.98,4.06,8.2,3.16,4.29,4.86,Lawyer
7.72,3.63,6.21,2.37,1.29,0.0,1.82,2.45,2.95,2.45,Developer
7.22,2.7,5.72,2.92,0.91,1.25,2.55,1.67,2.6,2.17,Developer
6.84,2.69,5.54,0.91,2.93,1.57,0.18,1.67,2.4,2.77,Developer
0.77,0.95,1.03,7.74,1.85,2.05,7.19,3.51,4.49,3.85,Lawyer
1.35,2.15,2.69,7.21,0.56,1.91,3.4,3.12,4.46,5.27,Manager
0.68,1.44,2.2,3.2,8.86,3.07,1.15,4.12,1.88,1.26,Sports Professional
2.79,0.21,6.27,3.22,6.52,0.99,1.76,2.09,3.01,4.16,Engineer
2.81,2.81,5.86,1.95,5.97,0.23,1.27,0.9,3.2,1.97,Engineer
4.07,1.84,8.71,2.58,1.12,0.2,2.72,1.78,2.75,4.52,Analyst
3.51,3.17,4.85,3.18,1.39,1.23,5.37,2.16,7.71,2.68,Researcher
4.93,2.14,8.12,1.08,0.2,2.93,0.79,1.87,4.56,4.42,Analyst
0.4,3.34,2.8,4.99,1.68,6.99,3.83,8.89,2.64,2.5,Educator
2.34,9.21,2.24,1.42,2.3,0.27,1.53,2.3,2.46,0.38,Designer
5.32,3.61,2.93,2.53,0.83,3.08,4.29,4.8,8.93,1.73,Researcher
5.42,1.28,5.85,2.62,3.28,3.13,6.04,4.27,8.83,4.31,Researcher
6.89,2.37,4.79,1.22,0.0,1.19,2.0,0.76,3.59,2.84,Developer
0.82,2.11,2.15,3.42,0.0,6.17,4.26,7.37,4.26,2.28,Educator
3.89,3.1,4.63,1.53,8.5,0.95,1.62,1.76,3.26,3.5,Engineer
0.0,1.02,3.84,6.61,0.51,2.44,3.48,5.24,2.19,6.89,Manager
1.16,1.69,2.47,4.0,1.07,5.59,3.88,7.54,4.29,2.97,Educator
4.04,0.98,7.3,3.47,1.0,2.27,4.31,1.47,3.33,6.45,Analyst
3.41,2.05,4.25,1.75,1.61,1.95,5.31,4.75,6.42,3.17,Researcher
2.06,1.59,2.04,6.27,0.0,1.56,7.36,3.99,5.76,4.47,Lawyer
8.76,3.33,5.55,0.92,1.63,1.35,2.81,2.07,3.94,1.52,Developer
4.09,0.0,5.72,2.69,0.67,2.56,4.69,3.88,8.74,2.1,Researcher
2.12,4.08,2.58,3.42,2.68,7.23,4.64,9.58,2.93,3.34,Educator
3.88,0.66,6.66,1.82,1.47,2.54,1.67,2.32,2.44,5.07,Analyst
4.42,1.58,5.3,4.28,6.01,0.0,1.59,1.78,2.7,1.96,Engineer
1.02,1.62,3.68,2.04,0.16,8.16,2.82,3.84,6.03,3.29,Healthcare Professional
8.48,3.05,4.52,1.22,2.09,1.13,4.09,1.85,3.17,1.72,Developer
1.38,2.02,1.12,6.87,0.26,2.58,7.35,2.94,4.34,5.07,Lawyer
1.87,8.91,1.05,2.23,0.98,1.77,2.44,2.08,1.51,1.04,Designer
8.33,4.22,4.24,2.01,0.41,0.56,1.47,0.72,3.04,1.25,Developer
9.12,2.33,6.15,0.34,0.14,1.43,3.34,1.82,2.72,2.0,Developer
2.89,2.22,5.42,1.82,1.86,3.27,5.66,2.88,7.98,4.58,Researcher
1.92,1.28,3.65,4.79,1.48,6.26,5.4,7.67,1.58,2.18,Educator
1.87,1.8,2.08,5.02,7.28,2.16,3.39,2.87,2.45,2.81,Sports Professional
6.22,1.12,9.2,1.63,1.21,0.35,3.01,2.35,3.36,5.14,Analyst
3.25,2.22,6.98,3.16,1.69,1.26,4.28,4.55,7.64,2.85,Researcher
2.56,2.93,4.76,1.81,1.86,1.22,4.78,2.38,7.66,2.18,Researcher
5.98,1.55,7.98,1.19,0.83,1.76,3.29,2.14,3.95,3.48,Analyst
0.89,2.47,2.34,2.37,1.24,8.51,1.08,3.31,6.26,1.42,Healthcare Professional
1.37,7.24,2.59,1.35,1.55,1.61,2.78,2.77,0.86,0.0,Designer
1.45,0.53,0.89,2.81,8.13,2.69,1.87,3.25,0.91,0.25,Sports Professional
3.47,1.88,4.41,1.55,8.97,1.22,2.19,1.75,3.45,2.61,Engineer
6.37,3.04,6.29,1.09,0.58,1.24,1.61,1.44,4.89,1.78,Developer
1.07,3.79,2.17,3.76,1.47,5.78,5.65,7.06,2.32,1.43,Educator
4.48,1.99,5.18,2.82,2.25,1.98,6.04,4.03,8.28,3.96,Researcher
0.37,1.93,1.21,3.76,8.86,1.76,1.06,5.65,1.65,3.74,Sports Professional
2.54,1.38,4.2,8.86,0.59,2.66,3.78,5.33,0.59,5.02,Manager
7.48,1.83,3.32,2.3,1.66,0.75,2.06,1.96,1.59,1.52,Developer
3.82,1.94,4.77,1.14,0.9,2.13,5.95,4.27,6.4,1.92,Researcher
3.72,3.49,4.46,3.49,1.85,3.71,5.64,3.39,9.65,3.65,Researcher
0.37,2.82,2.96,4.16,1.66,8.55,1.85,3.29,4.36,2.8,Healthcare Professional
7.53,2.6,5.34,1.86,1.62,1.66,1.11,1.24,4.08,2.81,Developer
0.82,2.19,2.61,6.83,0.86,1.27,9.05,2.32,3.96,4.82,Lawyer
1.01,2.94,4.61,6.3,2.38,2.33,4.25,5.41,1.49,7.36,Manager
4.94,2.3,7.44,2.65,0.46,2.05,1.82,2.17,4.01,4.32,Analyst
3.45,2.15,4.85,2.76,6.76,0.36,1.82,1.48,5.37,2.52,Engineer
1.23,2.58,1.91,2.79,8.62,3.52,0.83,3.45,2.79,3.51,Sports Professional
0.45,2.86,1.51,4.76,7.89,3.15,2.07,4.47,1.57,1.9,Sports Professional
4.63,1.85,5.66,2.08,6.3,0.15,2.88,2.45,3.75,1.8,Engineer
3.59,3.1,4.86,2.41,2.26,1.53,6.88,2.71,7.43,3.09,Researcher
4.25,1.45,7.11,3.9,6.68,0.18,2.37,0.93,3.06,3.99,Engineer
2.03,6.93,2.83,1.92,1.34,2.09,3.37,1.98,1.31,0.0,Designer
3.8,2.11,7.18,3.25,0.86,1.45,3.44,3.9,4.3,4.42,Analyst
4.09,1.24,5.82,3.69,7.76,0.93,1.97,1.07,2.73,2.82,Engineer
2.1,2.23,1.65,4.43,1.38,5.6,4.97,9.15,2.86,2.51,Educator
0.0,2.59,4.48,1.18,2.43,8.56,2.21,3.56,6.6,1.95,Healthcare Professional
0.86,3.5,2.25,9.25,1.9,1.92,3.64,4.04,1.88,6.46,Manager
1.05,1.3,1.86,6.2,1.21,3.49,7.86,3.2,3.1,5.99,Lawyer
5.24,3.1,7.97,3.34,0.0,1.68,2.84,3.51,4.33,3.93,Analyst
3.84,6.54,1.5,2.03,2.52,1.86,2.78,0.99,0.96,1.79,Designer
6.69,2.94,4.31,3.15,2.06,0.58,0.46,2.72,2.9,3.11,Developer
3.24,2.0,4.36,7.19,0.95,1.59,6.22,4.73,1.52,5.01,Manager
8.14,2.71,6.36,1.76,0.45,1.33,0.97,1.6,2.97,1.81,Developer
4.15,1.71,6.84,3.19,0.17,2.27,3.19,1.96,2.91,3.28,Analyst
2.5,3.27,4.15,6.3,2.13,2.65,3.89,2.68,2.86,5.97,Manager
2.34,1.54,2.21,3.55,7.91,3.35,2.11,4.11,2.4,3.1,Sports Professional
1.79,1.94,1.89,6.64,2.21,2.86,6.38,4.97,3.65,5.35,Lawyer
1.16,0.67,2.6,8.01,0.15,3.45,5.07,5.7,2.11,6.73,Manager
7.73,2.81,4.89,1.71,1.26,0.36,3.68,1.93,1.93,2.59,Developer
1.38,3.93,0.99,2.72,0.0,7.08,4.96,6.77,2.89,2.48,Educator
0.66,2.32,2.69,7.74,0.34,0.09,4.28,4.63,2.47,5.89,Manager
2.93,1.19,4.31,3.42,1.36,1.91,4.83,3.02,8.48,1.54,Researcher
2.02,1.48,2.34,3.26,2.14,8.15,2.3,5.46,5.88,3.96,Healthcare Professional
8.15,1.48,5.03,1.94,0.0,1.64,1.78,1.16,3.64,2.4,Developer
0.0,0.08,2.09,5.91,0.0,1.55,9.03,3.4,4.89,3.89,Lawyer
4.34,3.08,5.32,0.53,7.34,0.0,1.11,1.21,2.99,3.74,Engineer
5.76,2.48,5.72,2.03,7.84,1.35,2.86,1.17,3.22,4.83,Engineer
1.6,2.87,2.11,5.35,10.39,1.31,2.05,3.29,3.4,2.72,Sports Professional
0.55,2.11,2.42,5.97,0.98,2.67,8.6,3.28,3.83,3.33,Lawyer
0.0,2.17,0.91,2.54,7.89,3.75,2.19,4.58,0.0,2.36,Sports Professional
2.32,8.07,2.5,1.8,1.11,3.31,1.17,2.66,1.48,1.2,Designer
4.45,2.57,4.62,2.49,6.94,1.83,1.98,0.85,2.15,2.98,Engineer
5.07,1.4,7.95,2.93,0.0,1.39,3.24,1.61,3.78,5.23,Analyst
1.66,6.86,1.85,2.54,0.41,2.23,1.74,1.57,2.48,0.9,Designer
2.51,3.15,6.79,2.52,6.4,1.04,3.13,3.57,3.21,1.51,Engineer
0.95,2.64,1.19,4.69,2.62,8.09,1.7,3.61,6.55,3.07,Healthcare Professional
0.0,1.29,2.17,1.91,1.93,8.63,2.77,3.38,5.87,3.34,Healthcare Professional
2.89,0.49,3.99,3.48,1.95,3.4,6.55,2.94,7.66,2.85,Researcher
1.43,0.39,3.82,1.85,0.0,9.11,1.73,5.58,6.51,3.21,Healthcare Professional
2.72,0.0,2.53,5.69,6.6,2.35,1.65,3.84,1.27,2.16,Sports Professional
1.31,3.17,1.89,6.36,0.66,6.55,2.72,7.89,3.33,1.49,Educator
3.15,8.07,0.82,1.69,1.54,0.0,3.75,2.13,2.34,2.73,Designer
8.37,3.61,5.58,1.68,0.44,0.72,2.55,2.58,2.87,1.59,Developer
7.79,2.2,5.42,1.02,0.0,1.29,3.58,1.52,3.2,2.62,Developer
2.91,2.57,6.9,1.51,0.01,1.89,2.8,0.49,3.93,3.2,Analyst
3.91,2.07,3.7,6.7,0.38,2.38,8.1,5.25,3.46,4.34,Lawyer
1.94,0.64,2.28,7.17,2.65,1.23,3.81,4.02,1.5,6.66,Manager
2.02,1.93,1.79,2.98,0.39,6.0,3.85,9.08,2.48,2.58,Educator
1.92,2.26,3.88,6.88,0.09,2.03,5.05,5.95,2.72,6.53,Manager
7.46,2.93,5.57,0.35,1.9,0.56,0.6,1.11,4.35,2.77,Developer
0.87,2.02,4.74,7.76,1.53,1.32,4.92,6.59,1.29,5.44,Manager
2.88,2.26,5.61,1.53,9.23,1.71,3.09,0.9,3.66,3.47,Engineer
1.45,3.04,3.06,8.32,2.09,1.3,3.39,5.14,2.14,5.88,Manager
4.31,3.7,5.72,1.43,6.44,0.0,1.59,1.65,4.21,3.02,Engineer
3.03,1.78,7.53,1.47,7.18,1.28,1.16,2.59,3.22,3.6,Engineer
1.7,1.43,3.71,5.6,1.5,2.06,6.98,3.01,3.04,6.61,Lawyer
9.77,2.02,5.06,2.44,1.61,2.66,2.53,1.18,3.53,3.0,Developer
3.43,7.47,0.7,2.57,3.07,2.1,2.68,2.37,3.27,0.71,Designer
0.02,9.14,2.17,1.66,2.27,2.87,0.0,2.39,0.72,1.95,Designer
4.67,2.55,7.29,2.19,0.0,1.17,0.01,1.47,3.43,5.01,Analyst
2.62,2.0,7.29,1.48,7.92,1.2,1.68,2.58,4.97,2.73,Engineer
4.78,1.49,6.73,2.04,0.6,0.74,1.43,3.03,4.37,3.35,Analyst
0.51,2.91,1.88,4.53,1.5,5.12,5.75,9.28,3.26,2.28,Educator
1.52,1.14,2.45,5.28,1.96,7.85,1.86,4.22,6.18,2.49,Healthcare Professional
3.64,3.76,6.72,0.44,6.55,1.3,0.39,1.19,2.87,2.77,Engineer
1.32,8.6,2.95,1.5,2.43,2.19,4.06,1.58,0.84,1.05,Designer
5.6,2.82,6.9,2.31,7.01,1.02,1.76,0.66,2.6,3.64,Engineer
1.53,2.01,2.67,5.08,7.67,2.29,0.46,4.34,0.82,2.65,Sports Professional
0.61,2.54,1.42,3.98,0.89,5.89,4.64,7.56,1.39,3.78,Educator
2.2,6.92,2.98,2.19,1.68,1.49,2.03,2.2,2.43,0.0,Designer
5.69,0.55,8.84,2.27,0.0,1.28,2.35,2.4,2.92,2.78,Analyst
4.28,1.41,6.32,3.26,6.64,0.48,1.28,2.7,3.44,2.71,Engineer
2.4,7.91,0.38,2.3,1.83,0.89,1.34,3.33,2.44,1.29,Designer
2.61,1.19,3.78,0.08,0.0,4.71,5.44,4.87,7.84,2.87,Researcher
2.39,3.37,4.88,8.39,1.87,1.73,3.25,4.18,0.5,7.71,Manager
2.2,1.17,1.71,4.77,2.37,4.75,5.13,8.24,1.25,2.14,Educator
1.42,2.01,0.97,5.36,6.77,1.46,1.78,4.27,2.07,1.44,Sports Professional
7.63,0.91,5.79,1.37,0.58,0.0,2.46,1.02,1.95,0.0,Developer
7.03,3.77,7.57,1.17,0.6,2.31,3.42,1.03,2.62,1.75,Developer
5.71,0.02,4.55,2.72,2.64,1.26,4.93,2.98,7.41,2.9,Researcher
1.49,7.68,4.37,2.27,1.15,0.0,3.75,0.79,1.1,1.2,Designer
5.65,0.0,7.14,0.0,0.25,1.06,4.25,2.36,2.75,5.46,Analyst
1.44,3.49,2.53,4.26,1.49,5.56,3.48,7.74,3.35,2.61,Educator
2.0,2.73,3.2,8.43,0.02,2.0,4.75,5.4,2.41,6.15,Manager
1.67,2.54,1.66,5.98,7.4,0.5,0.38,4.39,1.7,2.02,Sports Professional
1.37,2.46,2.77,7.64,0.0,0.4,4.05,5.64,2.83,6.43,Manager
5.47,2.59,6.3,3.92,7.37,1.61,0.98,1.72,4.54,2.35,Engineer
6.75,1.56,8.13,1.05,0.75,1.39,3.43,0.0,3.65,3.47,Analyst
1.25,3.16,2.39,8.47,0.55,0.84,5.46,5.5,2.19,6.53,Manager
0.2,2.15,3.34,2.72,1.68,7.18,3.15,3.68,5.31,1.34,Healthcare Professional
2.82,1.37,2.81,6.06,0.0,2.14,7.72,3.24,4.74,3.67,Lawyer
4.11,4.09,5.79,2.27,0.4,2.65,6.2,3.4,7.53,3.5,Researcher
2.1,0.29,1.99,2.72,4.84,7.76,2.39,4.56,6.88,2.65,Healthcare Professional
8.56,1.94,5.54,1.55,0.55,0.0,2.29,1.45,3.45,1.52,Developer
2.5,1.63,4.11,1.07,2.52,1.25,5.57,5.03,9.09,3.38,Researcher
1.54,0.39,3.1,2.16,0.75,8.37,3.54,3.65,5.81,1.48,Healthcare Professional
0.25,3.55,3.29,4.93,0.76,5.86,5.61,6.89,4.02,1.97,Educator
3.83,2.38,8.01,3.39,0.89,2.38,1.17,1.05,3.65,4.8,Analyst
2.08,7.07,2.77,2.36,1.86,1.12,2.91,1.76,2.5,0.0,Designer
1.15,7.18,0.0,3.51,0.72,1.39,1.68,2.63,1.66,0.33,Designer
0.99,2.56,1.04,4.43,9.53,3.03,1.38,3.3,1.56,1.53,Sports Professional
1.53,9.55,1.83,1.92,0.0,1.32,3.25,1.04,1.32,2.21,Designer
3.26,1.87,6.71,1.8,7.09,1.06,3.24,2.17,3.98,2.73,Engineer
4.41,0.99,4.4,2.21,1.84,1.56,7.18,1.81,8.05,3.18,Researcher
2.89,2.13,3.11,5.64,0.0,2.95,8.53,3.19,5.05,4.7,Lawyer
1.03,1.99,2.99,6.17,1.86,3.56,7.65,2.23,4.33,4.8,Lawyer
7.52,4.01,5.79,1.3,1.75,0.0,2.21,2.19,1.67,3.03,Developer
2.07,2.31,0.9,4.7,7.86,3.05,2.85,4.72,1.92,2.37,Sports Professional
3.17,1.03,5.8,1.75,1.55,3.03,5.76,3.63,7.26,2.0,Researcher
2.79,2.18,4.66,9.21,0.0,3.15,2.73,3.56,1.28,6.95,Manager
2.06,0.79,3.49,3.1,1.39,8.22,3.29,4.08,6.09,1.71,Healthcare Professional
3.62,2.68,2.84,2.7,1.46,6.87,4.69,8.13,2.95,1.26,Educator
0.0,2.52,0.73,5.11,6.84,2.74,1.49,5.52,2.53,1.76,Sports Professional
2.12,2.13,2.84,4.94,1.91,5.77,4.77,9.24,3.71,1.45,Educator
5.08,3.33,6.67,2.26,0.46,2.61,3.09,3.56,3.87,4.72,Analyst
1.14,1.06,2.6,5.23,6.84,1.7,2.26,6.25,2.8,2.31,Sports Professional
2.39,0.82,2.5,5.37,0.42,2.86,8.54,4.45,4.42,3.74,Lawyer
7.98,3.26,6.6,2.45,1.78,0.72,1.49,1.8,3.84,1.8,Developer
1.75,1.14,4.11,8.14,0.0,0.68,4.0,6.11,3.53,7.01,Manager
4.03,3.13,5.57,2.94,6.66,0.06,1.0,2.02,2.44,2.62,Engineer
0.93,1.76,0.86,4.14,7.4,3.08,1.5,4.47,0.82,1.24,Sports Professional
2.12,1.43,7.29,2.3,0.0,1.24,5.7,3.59,7.47,4.97,Researcher
1.62,3.27,2.95,4.81,1.87,5.71,4.4,7.23,3.21,1.07,Educator
